doc_id,_date,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
33,1999-09-27,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.9208333333333334,0.004166666666666667,0.04583333333333334
81,1999-09-28,0.26129032258064516,0.48709677419354835,0.0032258064516129032,0.0032258064516129032,0.0032258064516129032,0.0032258064516129032,0.0032258064516129032,0.19677419354838707,0.035483870967741936,0.0032258064516129032
79,1999-09-28,0.03142857142857143,0.03142857142857143,0.6314285714285715,0.23142857142857143,0.002857142857142857,0.002857142857142857,0.002857142857142857,0.060000000000000005,0.002857142857142857,0.002857142857142857
94,1999-09-28,0.0038461538461538464,0.0038461538461538464,0.0038461538461538464,0.11923076923076924,0.08076923076923077,0.0038461538461538464,0.0038461538461538464,0.7346153846153847,0.04230769230769231,0.0038461538461538464
92,1999-09-28,0.00625,0.06875,0.00625,0.00625,0.00625,0.00625,0.00625,0.88125,0.00625,0.00625
55,1999-09-28,0.0030303030303030303,0.0030303030303030303,0.15454545454545454,0.18484848484848485,0.06363636363636364,0.0030303030303030303,0.0030303030303030303,0.5181818181818182,0.0030303030303030303,0.06363636363636364
87,1999-09-28,0.0030303030303030303,0.0030303030303030303,0.0030303030303030303,0.6090909090909091,0.0030303030303030303,0.18484848484848485,0.0030303030303030303,0.0030303030303030303,0.18484848484848485,0.0030303030303030303
22,1999-09-28,0.0033333333333333335,0.03666666666666667,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.16999999999999998,0.77,0.0033333333333333335,0.0033333333333333335
74,1999-09-29,0.2652173913043478,0.04782608695652174,0.004347826086956522,0.004347826086956522,0.004347826086956522,0.004347826086956522,0.04782608695652174,0.6130434782608696,0.004347826086956522,0.004347826086956522
47,1999-09-29,0.004761904761904762,0.004761904761904762,0.004761904761904762,0.004761904761904762,0.004761904761904762,0.004761904761904762,0.004761904761904762,0.9571428571428572,0.004761904761904762,0.004761904761904762
1,1999-09-29,0.0032258064516129032,0.0032258064516129032,0.5516129032258065,0.26129032258064516,0.0032258064516129032,0.035483870967741936,0.0032258064516129032,0.0032258064516129032,0.132258064516129,0.0032258064516129032
88,1999-09-29,0.13478260869565217,0.004347826086956522,0.004347826086956522,0.8304347826086957,0.004347826086956522,0.004347826086956522,0.004347826086956522,0.004347826086956522,0.004347826086956522,0.004347826086956522
44,1999-09-29,0.040740740740740744,0.07777777777777778,0.37407407407407406,0.11481481481481481,0.003703703703703704,0.040740740740740744,0.003703703703703704,0.15185185185185185,0.15185185185185185,0.040740740740740744
35,1999-09-29,0.003448275862068966,0.003448275862068966,0.003448275862068966,0.24482758620689654,0.6931034482758621,0.003448275862068966,0.003448275862068966,0.03793103448275863,0.003448275862068966,0.003448275862068966
71,1999-09-30,0.0032258064516129032,0.0032258064516129032,0.0032258064516129032,0.45483870967741935,0.0032258064516129032,0.0032258064516129032,0.0032258064516129032,0.29354838709677417,0.035483870967741936,0.19677419354838707
26,1999-09-30,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.5875,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.37916666666666665,0.004166666666666667,0.004166666666666667
13,1999-09-30,0.027500000000000004,0.0025,0.052500000000000005,0.1025,0.22749999999999998,0.1525,0.0025,0.42750000000000005,0.0025,0.0025
19,1999-09-30,0.003125,0.096875,0.003125,0.003125,0.003125,0.253125,0.003125,0.628125,0.003125,0.003125
39,1999-10-01,0.3742857142857143,0.002857142857142857,0.060000000000000005,0.1457142857142857,0.08857142857142858,0.03142857142857143,0.26,0.002857142857142857,0.002857142857142857,0.03142857142857143
67,1999-10-01,0.0035714285714285718,0.03928571428571429,0.0035714285714285718,0.4321428571428571,0.0035714285714285718,0.1464285714285714,0.0035714285714285718,0.0035714285714285718,0.0035714285714285718,0.3607142857142857
15,1999-10-01,0.38125,0.00625,0.00625,0.31875,0.19375,0.00625,0.06875,0.00625,0.00625,0.00625
11,1999-10-01,0.12424242424242424,0.0030303030303030303,0.03333333333333333,0.18484848484848485,0.0030303030303030303,0.03333333333333333,0.0030303030303030303,0.6090909090909091,0.0030303030303030303,0.0030303030303030303
56,1999-10-03,0.23666666666666666,0.0033333333333333335,0.0033333333333333335,0.5366666666666667,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.2033333333333333,0.0033333333333333335
6,1999-10-03,0.035483870967741936,0.0032258064516129032,0.1,0.7129032258064517,0.0032258064516129032,0.1,0.0032258064516129032,0.0032258064516129032,0.035483870967741936,0.0032258064516129032
40,1999-10-03,0.16399999999999998,0.004,0.004,0.004,0.004,0.004,0.324,0.484,0.004,0.004
46,1999-10-04,0.05789473684210527,0.005263157894736842,0.005263157894736842,0.531578947368421,0.005263157894736842,0.05789473684210527,0.005263157894736842,0.005263157894736842,0.32105263157894737,0.005263157894736842
48,1999-10-04,0.003125,0.003125,0.003125,0.096875,0.128125,0.315625,0.034375,0.409375,0.003125,0.003125
72,1999-10-04,0.004545454545454546,0.004545454545454546,0.004545454545454546,0.8681818181818183,0.004545454545454546,0.004545454545454546,0.004545454545454546,0.05,0.004545454545454546,0.05
25,1999-10-04,0.12439024390243901,0.0024390243902439024,0.5390243902439025,0.0024390243902439024,0.0024390243902439024,0.0024390243902439024,0.0024390243902439024,0.3195121951219512,0.0024390243902439024,0.0024390243902439024
2,1999-10-04,0.05500000000000001,0.005,0.005,0.45499999999999996,0.005,0.005,0.005,0.40499999999999997,0.05500000000000001,0.005
31,1999-10-05,0.002380952380952381,0.24047619047619045,0.002380952380952381,0.002380952380952381,0.28809523809523807,0.002380952380952381,0.002380952380952381,0.4547619047619048,0.002380952380952381,0.002380952380952381
91,1999-10-05,0.002631578947368421,0.002631578947368421,0.002631578947368421,0.002631578947368421,0.08157894736842106,0.002631578947368421,0.028947368421052635,0.3973684210526316,0.47631578947368425,0.002631578947368421
49,1999-10-05,0.004,0.004,0.16399999999999998,0.004,0.004,0.004,0.004,0.804,0.004,0.004
12,1999-10-05,0.0058823529411764705,0.0058823529411764705,0.0058823529411764705,0.24117647058823527,0.12352941176470589,0.0058823529411764705,0.0058823529411764705,0.3588235294117647,0.0058823529411764705,0.24117647058823527
59,1999-10-05,0.08857142857142858,0.002857142857142857,0.002857142857142857,0.20285714285714285,0.002857142857142857,0.002857142857142857,0.002857142857142857,0.03142857142857143,0.43142857142857144,0.23142857142857143
95,1999-10-06,0.2033333333333333,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.43666666666666665,0.33666666666666667,0.0033333333333333335,0.0033333333333333335
24,1999-10-06,0.003703703703703704,0.040740740740740744,0.22592592592592592,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.7074074074074075,0.003703703703703704,0.003703703703703704
60,1999-10-06,0.004347826086956522,0.004347826086956522,0.004347826086956522,0.004347826086956522,0.004347826086956522,0.04782608695652174,0.004347826086956522,0.8304347826086957,0.004347826086956522,0.09130434782608696
82,1999-10-06,0.659375,0.065625,0.003125,0.003125,0.003125,0.096875,0.003125,0.159375,0.003125,0.003125
57,1999-10-06,0.244,0.004,0.004,0.004,0.004,0.004,0.004,0.564,0.044000000000000004,0.124
70,1999-10-07,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.33749999999999997,0.12916666666666668,0.1708333333333333,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.33749999999999997
3,1999-10-07,0.4897435897435898,0.002564102564102564,0.31025641025641026,0.0794871794871795,0.002564102564102564,0.02820512820512821,0.002564102564102564,0.0794871794871795,0.002564102564102564,0.002564102564102564
63,1999-10-07,0.051219512195121955,0.0024390243902439024,0.0024390243902439024,0.09999999999999999,0.3195121951219512,0.22195121951219512,0.0024390243902439024,0.2707317073170732,0.02682926829268293,0.0024390243902439024
20,1999-10-07,0.0038461538461538464,0.0038461538461538464,0.04230769230769231,0.5038461538461538,0.0038461538461538464,0.08076923076923077,0.0038461538461538464,0.0038461538461538464,0.35,0.0038461538461538464
29,1999-10-07,0.002857142857142857,0.002857142857142857,0.002857142857142857,0.002857142857142857,0.03142857142857143,0.002857142857142857,0.002857142857142857,0.5742857142857143,0.3742857142857143,0.002857142857142857
86,1999-10-07,0.005555555555555556,0.39444444444444443,0.005555555555555556,0.44999999999999996,0.005555555555555556,0.11666666666666667,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.005555555555555556
9,1999-10-08,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.48518518518518516,0.003703703703703704,0.37407407407407406,0.003703703703703704,0.11481481481481481,0.003703703703703704,0.003703703703703704
90,1999-10-08,0.0035714285714285718,0.0035714285714285718,0.0035714285714285718,0.18214285714285713,0.0035714285714285718,0.0035714285714285718,0.03928571428571429,0.46785714285714286,0.0035714285714285718,0.28928571428571426
17,1999-10-08,0.0035714285714285718,0.0035714285714285718,0.0035714285714285718,0.0035714285714285718,0.0035714285714285718,0.0035714285714285718,0.0035714285714285718,0.5035714285714286,0.0035714285714285718,0.46785714285714286
65,1999-10-09,0.3357142857142857,0.12142857142857141,0.002380952380952381,0.0976190476190476,0.21666666666666665,0.002380952380952381,0.002380952380952381,0.21666666666666665,0.002380952380952381,0.002380952380952381
150,2000-02-06,0.1457142857142857,0.08857142857142858,0.3742857142857143,0.002857142857142857,0.002857142857142857,0.002857142857142857,0.1457142857142857,0.002857142857142857,0.1457142857142857,0.08857142857142858
155,2000-02-06,0.0032258064516129032,0.0032258064516129032,0.0032258064516129032,0.0032258064516129032,0.1,0.5516129032258065,0.26129032258064516,0.0032258064516129032,0.06774193548387097,0.0032258064516129032
102,2000-02-06,0.0029411764705882353,0.0029411764705882353,0.8264705882352942,0.0029411764705882353,0.0029411764705882353,0.0029411764705882353,0.0029411764705882353,0.061764705882352944,0.061764705882352944,0.03235294117647059
116,2000-02-06,0.003448275862068966,0.003448275862068966,0.24482758620689654,0.003448275862068966,0.10689655172413794,0.24482758620689654,0.003448275862068966,0.38275862068965516,0.003448275862068966,0.003448275862068966
163,2000-02-06,0.003703703703703704,0.003703703703703704,0.48518518518518516,0.003703703703703704,0.22592592592592592,0.003703703703703704,0.040740740740740744,0.003703703703703704,0.040740740740740744,0.18888888888888888
160,2000-02-06,0.003703703703703704,0.003703703703703704,0.337037037037037,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.6333333333333334,0.003703703703703704,0.003703703703703704
158,2000-02-07,0.003448275862068966,0.003448275862068966,0.2793103448275862,0.003448275862068966,0.003448275862068966,0.14137931034482756,0.17586206896551723,0.10689655172413794,0.03793103448275863,0.24482758620689654
135,2000-02-07,0.0025,0.0025,0.052500000000000005,0.0775,0.0025,0.5275000000000001,0.3275,0.0025,0.0025,0.0025
140,2000-02-07,0.1457142857142857,0.002857142857142857,0.23142857142857143,0.6028571428571429,0.002857142857142857,0.002857142857142857,0.002857142857142857,0.002857142857142857,0.002857142857142857,0.002857142857142857
171,2000-02-07,0.0030303030303030303,0.09393939393939395,0.8818181818181818,0.0030303030303030303,0.0030303030303030303,0.0030303030303030303,0.0030303030303030303,0.0030303030303030303,0.0030303030303030303,0.0030303030303030303
157,2000-02-08,0.003125,0.253125,0.315625,0.003125,0.034375,0.378125,0.003125,0.003125,0.003125,0.003125
175,2000-02-08,0.003703703703703704,0.003703703703703704,0.7444444444444445,0.003703703703703704,0.040740740740740744,0.18888888888888888,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704
142,2000-02-08,0.002272727272727273,0.20681818181818182,0.002272727272727273,0.002272727272727273,0.002272727272727273,0.002272727272727273,0.20681818181818182,0.5022727272727273,0.002272727272727273,0.07045454545454545
164,2000-02-08,0.0032258064516129032,0.0032258064516129032,0.5838709677419355,0.0032258064516129032,0.0032258064516129032,0.0032258064516129032,0.0032258064516129032,0.35806451612903223,0.0032258064516129032,0.035483870967741936
109,2000-02-08,0.004545454545454546,0.004545454545454546,0.18636363636363634,0.004545454545454546,0.004545454545454546,0.09545454545454546,0.004545454545454546,0.6863636363636364,0.004545454545454546,0.004545454545454546
165,2000-02-09,0.005555555555555556,0.005555555555555556,0.5611111111111111,0.061111111111111116,0.005555555555555556,0.061111111111111116,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.2833333333333333
182,2000-02-09,0.0025,0.027500000000000004,0.5275000000000001,0.0025,0.0025,0.052500000000000005,0.027500000000000004,0.3525,0.0025,0.0025
159,2000-02-09,0.1631578947368421,0.005263157894736842,0.005263157894736842,0.4263157894736842,0.005263157894736842,0.005263157894736842,0.005263157894736842,0.005263157894736842,0.3736842105263158,0.005263157894736842
188,2000-02-09,0.0038461538461538464,0.31153846153846154,0.0038461538461538464,0.0038461538461538464,0.0038461538461538464,0.11923076923076924,0.19615384615384615,0.35,0.0038461538461538464,0.0038461538461538464
185,2000-02-09,0.13421052631578947,0.002631578947368421,0.7394736842105264,0.028947368421052635,0.028947368421052635,0.002631578947368421,0.002631578947368421,0.05526315789473685,0.002631578947368421,0.002631578947368421
143,2000-02-09,0.37916666666666665,0.004166666666666667,0.04583333333333334,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.5458333333333333,0.004166666666666667,0.004166666666666667
97,2000-02-10,0.004347826086956522,0.004347826086956522,0.6565217391304348,0.004347826086956522,0.004347826086956522,0.004347826086956522,0.004347826086956522,0.2217391304347826,0.004347826086956522,0.09130434782608696
180,2000-02-10,0.004,0.004,0.564,0.004,0.324,0.004,0.004,0.084,0.004,0.004
183,2000-02-10,0.08750000000000001,0.004166666666666667,0.5875,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.29583333333333334,0.004166666666666667,0.004166666666666667
153,2000-02-10,0.003125,0.003125,0.909375,0.034375,0.034375,0.003125,0.003125,0.003125,0.003125,0.003125
177,2000-02-10,0.19677419354838707,0.0032258064516129032,0.5516129032258065,0.035483870967741936,0.0032258064516129032,0.0032258064516129032,0.0032258064516129032,0.132258064516129,0.06774193548387097,0.0032258064516129032
124,2000-02-10,0.09393939393939395,0.0030303030303030303,0.5181818181818182,0.0030303030303030303,0.0030303030303030303,0.0030303030303030303,0.18484848484848485,0.0030303030303030303,0.18484848484848485,0.0030303030303030303
187,2000-02-11,0.061764705882352944,0.0029411764705882353,0.7382352941176471,0.0029411764705882353,0.0029411764705882353,0.0029411764705882353,0.0029411764705882353,0.0029411764705882353,0.17941176470588235,0.0029411764705882353
156,2000-02-11,0.002777777777777778,0.08611111111111111,0.16944444444444443,0.002777777777777778,0.002777777777777778,0.44722222222222224,0.002777777777777778,0.28055555555555556,0.002777777777777778,0.002777777777777778
179,2000-02-11,0.003448275862068966,0.003448275862068966,0.03793103448275863,0.003448275862068966,0.003448275862068966,0.7620689655172415,0.003448275862068966,0.03793103448275863,0.003448275862068966,0.14137931034482756
186,2000-02-11,0.0032258064516129032,0.0032258064516129032,0.7774193548387097,0.0032258064516129032,0.0032258064516129032,0.0032258064516129032,0.0032258064516129032,0.19677419354838707,0.0032258064516129032,0.0032258064516129032
189,2000-02-11,0.0038461538461538464,0.0038461538461538464,0.38846153846153847,0.1576923076923077,0.35,0.0038461538461538464,0.04230769230769231,0.0038461538461538464,0.04230769230769231,0.0038461538461538464
98,2000-02-11,0.002777777777777778,0.002777777777777778,0.39166666666666666,0.44722222222222224,0.002777777777777778,0.08611111111111111,0.002777777777777778,0.002777777777777778,0.002777777777777778,0.058333333333333334
172,2000-02-13,0.0020833333333333333,0.0020833333333333333,0.0020833333333333333,0.3145833333333333,0.10625,0.4604166666666667,0.10625,0.0020833333333333333,0.0020833333333333333,0.0020833333333333333
154,2000-02-13,0.0038461538461538464,0.0038461538461538464,0.04230769230769231,0.0038461538461538464,0.0038461538461538464,0.4269230769230769,0.4653846153846154,0.0038461538461538464,0.0038461538461538464,0.04230769230769231
107,2000-02-14,0.003703703703703704,0.003703703703703704,0.37407407407407406,0.07777777777777778,0.040740740740740744,0.44814814814814813,0.003703703703703704,0.040740740740740744,0.003703703703703704,0.003703703703703704
134,2000-02-14,0.07241379310344828,0.003448275862068966,0.003448275862068966,0.03793103448275863,0.003448275862068966,0.003448275862068966,0.8310344827586207,0.003448275862068966,0.003448275862068966,0.03793103448275863
112,2000-02-14,0.0018867924528301887,0.17169811320754716,0.05849056603773585,0.0018867924528301887,0.0018867924528301887,0.0018867924528301887,0.09622641509433962,0.5490566037735849,0.1150943396226415,0.0018867924528301887
123,2000-02-14,0.03142857142857143,0.002857142857142857,0.002857142857142857,0.3171428571428571,0.002857142857142857,0.002857142857142857,0.11714285714285713,0.002857142857142857,0.1457142857142857,0.3742857142857143
148,2000-02-15,0.08611111111111111,0.14166666666666666,0.002777777777777778,0.002777777777777778,0.002777777777777778,0.28055555555555556,0.14166666666666666,0.002777777777777778,0.002777777777777778,0.3361111111111111
139,2000-02-15,0.0029411764705882353,0.0029411764705882353,0.0029411764705882353,0.23823529411764705,0.0911764705882353,0.0029411764705882353,0.5029411764705882,0.15,0.0029411764705882353,0.0029411764705882353
169,2000-02-16,0.0018867924528301887,0.19056603773584904,0.6056603773584905,0.0018867924528301887,0.0018867924528301887,0.0018867924528301887,0.0018867924528301887,0.0018867924528301887,0.0018867924528301887,0.19056603773584904
145,2000-02-16,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.10333333333333333,0.03666666666666667,0.0033333333333333335,0.03666666666666667,0.23666666666666666,0.5700000000000001,0.0033333333333333335
105,2000-02-16,0.025581395348837212,0.002325581395348837,0.002325581395348837,0.002325581395348837,0.09534883720930232,0.002325581395348837,0.7000000000000001,0.002325581395348837,0.002325581395348837,0.16511627906976745
181,2000-02-16,0.004,0.204,0.004,0.40399999999999997,0.004,0.004,0.324,0.004,0.004,0.044000000000000004
117,2000-02-16,0.0775,0.0025,0.5525,0.0025,0.0025,0.0025,0.3275,0.0025,0.0025,0.027500000000000004
120,2000-02-17,0.005555555555555556,0.005555555555555556,0.005555555555555556,0.061111111111111116,0.005555555555555556,0.061111111111111116,0.005555555555555556,0.44999999999999996,0.39444444444444443,0.005555555555555556
152,2000-02-17,0.060000000000000005,0.002857142857142857,0.002857142857142857,0.26,0.002857142857142857,0.002857142857142857,0.002857142857142857,0.002857142857142857,0.46,0.20285714285714285
167,2000-02-20,0.16399999999999998,0.004,0.004,0.004,0.124,0.484,0.004,0.204,0.004,0.004
178,2000-02-20,0.03142857142857143,0.002857142857142857,0.11714285714285713,0.6028571428571429,0.002857142857142857,0.08857142857142858,0.002857142857142857,0.08857142857142858,0.060000000000000005,0.002857142857142857
