n,term,is_fashion,fashion_category,corpus_freq
1,trick,False,non_fashion,124
1,child,False,non_fashion,123
1,cocoon,False,non_fashion,123
1,edgy,False,non_fashion,123
1,frill,False,non_fashion,123
1,glamorous,False,non_fashion,123
1,trapeze,False,non_fashion,123
1,wedge,False,non_fashion,123
1,womenswear,False,non_fashion,123
1,confidence,False,non_fashion,122
1,lightness,False,non_fashion,122
1,parisian,False,non_fashion,122
1,sophistication,False,non_fashion,122
1,bare,False,non_fashion,121
1,beach,False,non_fashion,121
1,candy,False,non_fashion,121
1,pure,False,non_fashion,121
1,spin,False,non_fashion,121
1,tribal,False,non_fashion,121
1,worth,False,non_fashion,121
1,breezy,False,non_fashion,120
1,calf,False,non_fashion,120
1,date,False,non_fashion,120
1,office,False,non_fashion,120
1,army,False,non_fashion,119
1,code,False,non_fashion,119
1,leaf,False,non_fashion,119
1,photograph,False,non_fashion,119
1,photographer,False,non_fashion,119
1,standard,False,non_fashion,119
1,thirty,False,non_fashion,119
1,wing,False,non_fashion,119
1,able,False,non_fashion,118
1,everyday,False,non_fashion,118
1,foot,False,non_fashion,118
1,homage,False,non_fashion,118
1,present,False,non_fashion,118
1,section,False,non_fashion,118
1,town,False,non_fashion,117
1,balance,False,non_fashion,116
1,bird,False,non_fashion,116
1,decoration,False,non_fashion,116
1,matter,False,non_fashion,116
1,strict,False,non_fashion,116
1,train,False,non_fashion,116
1,futuristic,False,non_fashion,115
1,mixed,False,non_fashion,115
1,possible,False,non_fashion,115
1,previous,False,non_fashion,115
1,sun,False,non_fashion,115
1,anniversary,False,non_fashion,114
1,architectural,False,non_fashion,114
1,category,False,non_fashion,114
1,closet,False,non_fashion,114
1,fairy,False,non_fashion,114
1,victorian,False,non_fashion,114
1,charming,False,non_fashion,113
1,fabulous,False,non_fashion,113
1,factor,False,non_fashion,113
1,faux,False,non_fashion,113
1,likely,False,non_fashion,113
1,lining,False,non_fashion,113
1,native,False,non_fashion,113
1,role,False,non_fashion,113
1,shop,False,non_fashion,113
1,surprising,False,non_fashion,113
1,twenty,False,non_fashion,113
1,video,False,non_fashion,113
1,core,False,non_fashion,112
1,exaggerated,False,non_fashion,112
1,force,False,non_fashion,112
1,minidress,False,non_fashion,112
1,tale,False,non_fashion,112
1,trenchcoat,False,non_fashion,112
1,trio,False,non_fashion,112
1,visual,False,non_fashion,112
1,wrong,False,non_fashion,112
1,accessible,False,non_fashion,111
1,appropriate,False,non_fashion,111
1,family,False,non_fashion,111
1,international,False,non_fashion,111
1,proposition,False,non_fashion,111
1,answer,False,non_fashion,110
1,cross,False,non_fashion,110
1,dream,False,non_fashion,110
1,opportunity,False,non_fashion,110
1,sound,False,non_fashion,110
1,dance,False,non_fashion,109
1,husband,False,non_fashion,109
1,pinstripe,False,non_fashion,109
1,sky,False,non_fashion,109
1,strange,False,non_fashion,109
1,wall,False,non_fashion,109
1,winner,False,non_fashion,109
1,beaded,False,non_fashion,108
1,conceptual,False,non_fashion,108
1,glossy,False,non_fashion,108
1,master,False,non_fashion,108
1,shell,False,non_fashion,108
1,sign,False,non_fashion,108
1,tricky,False,non_fashion,108
1,ultra,False,non_fashion,108
1,vibrant,False,non_fashion,108
1,violet,False,non_fashion,108
1,wife,False,non_fashion,108
1,blush,False,non_fashion,107
1,con,False,non_fashion,107
1,coral,False,non_fashion,107
1,door,False,non_fashion,107
1,jewel,False,non_fashion,107
1,mother,False,non_fashion,107
1,potential,False,non_fashion,107
1,reputation,False,non_fashion,107
1,roll,False,non_fashion,107
1,box,False,non_fashion,106
1,identity,False,non_fashion,106
1,song,False,non_fashion,106
1,athletic,False,non_fashion,105
1,base,False,non_fashion,105
1,bust,False,non_fashion,105
1,cable,False,non_fashion,105
1,fair,False,non_fashion,105
1,obsession,False,non_fashion,105
1,production,False,non_fashion,105
1,typical,False,non_fashion,105
1,vivid,False,non_fashion,105
1,iridescent,False,non_fashion,104
1,petal,False,non_fashion,104
1,quiet,False,non_fashion,104
1,quirky,False,non_fashion,104
1,slick,False,non_fashion,104
1,wave,False,non_fashion,104
1,boyfriend,False,non_fashion,103
1,daughter,False,non_fashion,103
1,decorative,False,non_fashion,103
1,hourglass,False,non_fashion,103
1,impact,False,non_fashion,103
1,precision,False,non_fashion,103
1,problem,False,non_fashion,103
1,seat,False,non_fashion,103
1,slung,False,non_fashion,103
1,coverage,False,non_fashion,102
1,figure,False,non_fashion,102
1,painting,False,non_fashion,102
1,powerful,False,non_fashion,102
1,pump,False,non_fashion,102
1,slinky,False,non_fashion,102
1,source,False,non_fashion,102
1,worthy,False,non_fashion,102
1,accent,False,non_fashion,101
1,brief,False,non_fashion,101
1,busty,False,non_fashion,101
1,logo,False,non_fashion,101
1,minimalist,False,non_fashion,101
1,rounded,False,non_fashion,101
1,treatment,False,non_fashion,101
1,warm,False,non_fashion,101
1,broad,False,non_fashion,100
1,charcoal,False,non_fashion,100
1,clutch,False,non_fashion,100
1,drapey,False,non_fashion,100
1,favor,False,non_fashion,100
1,flirty,False,non_fashion,100
1,iconic,False,non_fashion,100
1,issue,False,non_fashion,100
1,occasional,False,non_fashion,100
1,size,False,non_fashion,100
1,topper,False,non_fashion,100
1,alternative,False,non_fashion,99
1,eccentric,False,non_fashion,99
1,handful,False,non_fashion,99
1,proper,False,non_fashion,99
1,zone,False,non_fashion,99
1,comfort,False,non_fashion,98
1,conscious,False,non_fashion,98
1,cozy,False,non_fashion,98
1,mannish,False,non_fashion,98
1,buyer,False,non_fashion,97
1,intriguing,False,non_fashion,97
1,tech,False,non_fashion,97
1,utilitarian,False,non_fashion,97
1,convincing,False,non_fashion,96
1,display,False,non_fashion,96
1,elaborate,False,non_fashion,96
1,ethnic,False,non_fashion,96
1,garden,False,non_fashion,96
1,handbag,False,non_fashion,96
1,hemline,False,non_fashion,96
1,inch,False,non_fashion,96
1,post,False,non_fashion,96
1,restraint,False,non_fashion,96
1,twisted,False,non_fashion,96
1,cold,False,non_fashion,95
1,departure,False,non_fashion,95
1,diamond,False,non_fashion,95
1,essence,False,non_fashion,95
1,evident,False,non_fashion,95
1,exotic,False,non_fashion,95
1,individual,False,non_fashion,95
1,mark,False,non_fashion,95
1,popular,False,non_fashion,95
1,scale,False,non_fashion,95
1,appliqué,False,non_fashion,94
1,board,False,non_fashion,94
1,bohemian,False,non_fashion,94
1,complex,False,non_fashion,94
1,dusty,False,non_fashion,94
1,intense,False,non_fashion,94
1,royal,False,non_fashion,94
1,setting,False,non_fashion,94
1,tail,False,non_fashion,94
1,tree,False,non_fashion,94
1,airy,False,non_fashion,93
1,breasted,False,non_fashion,93
1,disco,False,non_fashion,93
1,interested,False,non_fashion,93
1,member,False,non_fashion,93
1,memory,False,non_fashion,93
1,multiple,False,non_fashion,93
1,sale,False,non_fashion,93
1,silvery,False,non_fashion,93
1,ability,False,non_fashion,92
1,dense,False,non_fashion,92
1,essential,False,non_fashion,92
1,harness,False,non_fashion,92
1,stud,False,non_fashion,92
1,super,False,non_fashion,92
1,textile,False,non_fashion,92
1,chance,False,non_fashion,91
1,credit,False,non_fashion,91
1,earth,False,non_fashion,91
1,golden,False,non_fashion,91
1,intellectual,False,non_fashion,91
1,safe,False,non_fashion,91
1,boutique,False,non_fashion,90
1,ice,False,non_fashion,90
1,part,False,non_fashion,90
1,state,False,non_fashion,90
1,terrific,False,non_fashion,90
1,background,False,non_fashion,89
1,evidence,False,non_fashion,89
1,formal,False,non_fashion,89
1,reminiscent,False,non_fashion,89
1,russian,False,non_fashion,89
1,striking,False,non_fashion,89
1,substantial,False,non_fashion,89
1,unique,False,non_fashion,89
1,compelling,False,non_fashion,88
1,electric,False,non_fashion,88
1,entire,False,non_fashion,88
1,friendly,False,non_fashion,88
1,overcoat,False,non_fashion,88
1,paint,False,non_fashion,88
1,reminder,False,non_fashion,88
1,african,False,non_fashion,87
1,extravagant,False,non_fashion,87
1,princess,False,non_fashion,87
1,relevant,False,non_fashion,87
1,social,False,non_fashion,87
1,techno,False,non_fashion,87
1,waistband,False,non_fashion,87
1,weather,False,non_fashion,87
1,apron,False,non_fashion,86
1,dinner,False,non_fashion,86
1,empire,False,non_fashion,86
1,exception,False,non_fashion,86
1,exhibition,False,non_fashion,86
1,eyelet,False,non_fashion,86
1,lightweight,False,non_fashion,86
1,money,False,non_fashion,86
1,olive,False,non_fashion,86
1,passage,False,non_fashion,86
1,quarter,False,non_fashion,86
1,stunning,False,non_fashion,86
1,affair,False,non_fashion,85
1,cult,False,non_fashion,85
1,flattering,False,non_fashion,85
1,imagination,False,non_fashion,85
1,interpretation,False,non_fashion,85
1,overlay,False,non_fashion,85
1,pre,False,non_fashion,85
1,tropical,False,non_fashion,85
1,voice,False,non_fashion,85
1,evolution,False,non_fashion,84
1,fast,False,non_fashion,84
1,glitter,False,non_fashion,84
1,hooded,False,non_fashion,84
1,intricate,False,non_fashion,84
1,like,False,non_fashion,84
1,organic,False,non_fashion,84
1,pointy,False,non_fashion,84
1,refined,False,non_fashion,84
1,return,False,non_fashion,84
1,streamlined,False,non_fashion,84
1,tier,False,non_fashion,84
1,building,False,non_fashion,83
1,busy,False,non_fashion,83
1,cloud,False,non_fashion,83
1,difference,False,non_fashion,83
1,eclectic,False,non_fashion,83
1,flourish,False,non_fashion,83
1,footwear,False,non_fashion,83
1,lip,False,non_fashion,83
1,sparkle,False,non_fashion,83
1,starlet,False,non_fashion,83
1,warrior,False,non_fashion,83
1,water,False,non_fashion,83
1,afternoon,False,non_fashion,82
1,bodysuit,False,non_fashion,82
1,doubt,False,non_fashion,82
1,gear,False,non_fashion,82
1,hippie,False,non_fashion,82
1,liquid,False,non_fashion,82
1,matte,False,non_fashion,82
1,queen,False,non_fashion,82
1,ring,False,non_fashion,82
1,sparkly,False,non_fashion,82
1,bracelet,False,non_fashion,81
1,butterfly,False,non_fashion,81
1,collage,False,non_fashion,81
1,distinct,False,non_fashion,81
1,echo,False,non_fashion,81
1,fuzzy,False,non_fashion,81
1,mean,False,non_fashion,81
1,peacoat,False,non_fashion,81
1,value,False,non_fashion,81
1,angle,False,non_fashion,80
1,avant,False,non_fashion,80
1,boyish,False,non_fashion,80
1,formula,False,non_fashion,80
1,ideal,False,non_fashion,80
1,kick,False,non_fashion,80
1,machine,False,non_fashion,80
1,massive,False,non_fashion,80
1,precious,False,non_fashion,80
1,preppy,False,non_fashion,80
1,proceeding,False,non_fashion,80
1,subject,False,non_fashion,80
1,tradition,False,non_fashion,80
1,comfortable,False,non_fashion,79
1,fold,False,non_fashion,79
1,icon,False,non_fashion,79
1,intimate,False,non_fashion,79
1,legged,False,non_fashion,79
1,midnight,False,non_fashion,79
1,mirror,False,non_fashion,79
1,opposite,False,non_fashion,79
1,provocative,False,non_fashion,79
1,sand,False,non_fashion,79
1,aspect,False,non_fashion,78
1,clientele,False,non_fashion,78
1,crazy,False,non_fashion,78
1,fantastic,False,non_fashion,78
1,insert,False,non_fashion,78
1,partner,False,non_fashion,78
1,personality,False,non_fashion,78
1,stone,False,non_fashion,78
1,wedding,False,non_fashion,78
1,amazing,False,non_fashion,77
1,baseball,False,non_fashion,77
1,card,False,non_fashion,77
1,cue,False,non_fashion,77
1,deal,False,non_fashion,77
1,excess,False,non_fashion,77
1,forest,False,non_fashion,77
1,hybrid,False,non_fashion,77
1,male,False,non_fashion,77
1,mongolian,False,non_fashion,77
1,period,False,non_fashion,77
1,press,False,non_fashion,77
1,rare,False,non_fashion,77
1,surreal,False,non_fashion,77
1,armor,False,non_fashion,76
1,connection,False,non_fashion,76
1,craft,False,non_fashion,76
1,department,False,non_fashion,76
1,dreamy,False,non_fashion,76
1,foundation,False,non_fashion,76
1,hardware,False,non_fashion,76
1,instinct,False,non_fashion,76
1,lavender,False,non_fashion,76
1,pin,False,non_fashion,76
1,rope,False,non_fashion,76
1,ski,False,non_fashion,76
1,vein,False,non_fashion,76
1,youth,False,non_fashion,76
1,class,False,non_fashion,75
1,copper,False,non_fashion,75
1,desirable,False,non_fashion,75
1,focused,False,non_fashion,75
1,generous,False,non_fashion,75
1,global,False,non_fashion,75
1,lime,False,non_fashion,75
