doc_id,year,chunk,dominant_topic,max_theta
207,2000,0,2,0.3081632653061224
271,2000,0,1,0.6794117647058824
194,2000,0,0,0.4333333333333333
273,2000,0,8,0.3742857142857143
245,2000,0,2,0.4395833333333334
229,2000,0,5,0.2574468085106383
247,2000,0,5,0.4844827586206897
252,2000,0,2,0.3717391304347826
233,2000,0,0,0.5775
283,2000,0,9,0.442
264,2000,0,0,0.4870967741935483
257,2000,0,0,0.596875
222,2000,0,0,0.3742857142857143
203,2000,0,2,0.7274193548387097
210,2000,0,1,0.684
224,2000,0,1,0.4826923076923077
248,2000,0,0,0.4333333333333333
268,2000,0,0,0.5704545454545454
259,2000,0,0,0.6404255319148936
236,2000,0,2,0.29375
282,2000,0,0,0.3886363636363636
230,2000,0,0,0.7742857142857144
250,2000,0,2,0.3710526315789473
195,2000,0,0,0.6483870967741936
200,2000,0,1,0.4897435897435898
217,2000,0,0,0.8515151515151516
249,2000,0,2,0.5861111111111111
237,2000,0,2,0.4575757575757576
206,2000,0,2,0.4194444444444444
269,2000,0,0,0.4735294117647059
251,2000,0,0,0.4152173913043478
202,2000,0,5,0.2847826086956521
393,2001,0,0,0.3447368421052632
362,2001,0,4,0.2793103448275862
377,2001,0,1,0.6416666666666667
385,2001,0,5,0.3615384615384615
352,2001,0,1,0.5275000000000001
365,2001,0,0,0.6214285714285714
375,2001,0,9,0.4244444444444444
330,2001,0,0,0.6161290322580646
386,2001,0,2,0.3852941176470588
389,2001,0,1,0.4472222222222222
369,2001,0,0,0.4795454545454545
380,2001,0,2,0.4911111111111111
295,2001,0,2,0.2629629629629629
336,2001,0,2,0.5962962962962963
342,2001,0,3,0.2442857142857143
345,2001,0,0,0.4674418604651163
379,2001,0,9,0.55
296,2001,0,5,0.4624999999999999
356,2001,0,0,0.4529411764705882
312,2001,0,0,0.4426470588235294
334,2001,0,1,0.7055555555555556
325,2001,0,0,0.3865384615384615
324,2001,0,5,0.2290322580645161
383,2001,0,0,0.5026315789473684
392,2001,0,0,0.4688888888888889
373,2001,0,0,0.565625
381,2001,0,0,0.5705882352941177
314,2001,0,0,0.26
343,2001,0,0,0.6161290322580646
364,2001,0,9,0.7178571428571429
298,2001,0,1,0.4678571428571428
348,2001,0,2,0.628125
321,2001,0,0,0.3833333333333333
340,2001,0,0,0.6479166666666667
335,2001,0,2,0.4147058823529411
326,2001,0,0,0.4785714285714286
346,2001,0,0,0.5193548387096775
355,2001,0,2,0.3666666666666666
366,2001,0,0,0.2805555555555555
327,2001,0,2,0.6224137931034484
351,2001,0,0,0.8212121212121213
319,2001,0,0,0.86
332,2001,0,9,0.3457142857142857
328,2001,0,3,0.4209302325581395
382,2001,0,0,0.4897435897435898
390,2001,0,0,0.5901960784313726
353,2001,0,0,0.3133333333333333
370,2001,0,0,0.3133333333333333
341,2001,0,0,0.4142857142857143
292,2001,0,9,0.4441860465116279
320,2001,0,0,0.6302325581395349
338,2001,0,9,0.4381818181818182
311,2001,0,0,0.4351351351351352
391,2001,0,0,0.4641025641025641
308,2001,0,0,0.7125
331,2001,0,0,0.7104166666666667
317,2001,0,0,0.5023809523809524
337,2001,0,2,0.5787878787878789
396,2001,0,5,0.396969696969697
333,2001,0,1,0.4113636363636364
349,2001,0,5,0.3361111111111111
344,2001,0,7,0.3810810810810811
339,2001,0,0,0.5705882352941177
354,2001,0,0,0.4244444444444444
309,2001,0,0,0.3886363636363636
307,2001,0,1,0.5133333333333334
294,2001,0,6,0.4147058823529411
367,2001,0,9,0.4472222222222222
305,2001,0,2,0.4275
387,2001,0,0,0.502
313,2001,0,0,0.5553191489361703
395,2001,0,0,0.4102040816326531
384,2001,0,0,0.5437500000000001
394,2001,0,0,0.2711538461538461
358,2001,0,0,0.5035714285714286
306,2001,0,0,0.4244444444444444
318,2001,0,0,0.7275
371,2001,0,2,0.5027777777777778
315,2001,0,0,0.6205882352941177
293,2001,0,2,0.3852941176470588
350,2001,0,0,0.4804347826086957
376,2001,0,0,0.4351351351351352
304,2001,0,0,0.6942307692307692
302,2001,0,0,0.3979166666666667
310,2001,0,2,0.5509803921568628
372,2001,0,1,0.7729166666666667
297,2001,0,0,0.3355555555555555
300,2001,0,0,0.575925925925926
299,2001,0,0,0.4702127659574468
368,2001,0,5,0.5305555555555556
347,2001,0,0,0.29375
378,2001,0,0,0.4466666666666667
323,2001,0,0,0.5666666666666667
322,2001,0,0,0.3046511627906976
363,2001,0,0,0.4081081081081081
359,2001,0,0,0.5700000000000001
357,2001,0,5,0.5323529411764706
303,2001,0,1,0.4152173913043478
388,2001,0,0,0.4306122448979592
374,2001,0,0,0.5552631578947369
361,2001,0,2,0.3871794871794872
360,2001,0,1,0.4170731707317073
301,2001,0,5,0.5704545454545454
316,2001,0,4,0.5577777777777778
329,2001,0,0,0.3275
425,2001,0,0,0.5025000000000001
444,2001,0,2,0.6244444444444445
414,2001,0,5,0.5033333333333333
494,2001,0,4,0.523913043478261
417,2001,0,9,0.354054054054054
481,2001,0,0,0.3638297872340426
477,2001,0,0,0.7520833333333333
443,2001,0,2,0.9355555555555556
430,2001,0,1,0.725531914893617
492,2001,0,1,0.4906976744186047
442,2001,0,2,0.3526315789473684
397,2001,0,9,0.5634146341463415
465,2001,0,1,0.2688888888888889
413,2001,0,4,0.4225806451612903
453,2001,0,0,0.5779661016949152
401,2001,0,4,0.5875
427,2001,0,1,0.5027777777777778
423,2001,0,5,0.5033333333333333
450,2001,0,4,0.4128205128205128
404,2001,0,5,0.6870370370370371
488,2001,0,0,0.3431818181818182
464,2001,0,4,0.3886363636363636
398,2001,0,9,0.3363636363636363
468,2001,0,2,0.3447368421052632
459,2001,0,9,0.458695652173913
437,2001,0,9,0.4209302325581395
448,2001,0,6,0.6366666666666667
416,2001,0,5,0.3744186046511628
411,2001,0,4,0.3973684210526316
410,2001,0,5,0.4481481481481481
424,2001,0,3,0.3081632653061224
412,2001,0,2,0.3447368421052632
493,2001,0,0,0.331496062992126
439,2001,0,5,0.5162162162162163
472,2001,0,5,0.6690476190476191
435,2001,0,0,0.3865384615384615
474,2001,0,7,0.3934782608695652
487,2001,0,6,0.4194444444444444
479,2001,0,7,0.4568181818181818
462,2001,0,9,0.4063829787234043
418,2001,0,0,0.4272727272727272
407,2001,0,0,0.3710526315789473
403,2001,0,0,0.5456521739130435
426,2001,0,1,0.2846153846153846
400,2001,0,0,0.4025
421,2001,0,2,0.4568181818181818
471,2001,0,1,0.4244444444444444
428,2001,0,2,0.5101694915254238
445,2001,0,0,0.5410256410256411
461,2001,0,0,0.5366666666666667
422,2001,0,0,0.6243243243243244
406,2001,0,2,0.3976744186046512
483,2001,0,0,0.3827586206896551
485,2001,0,1,0.4575757575757576
456,2001,0,9,0.5139534883720931
433,2001,0,9,0.5372093023255814
452,2001,0,8,0.29375
473,2001,0,1,0.444
402,2001,0,6,0.3638297872340426
440,2001,0,6,0.3184210526315789
458,2001,0,0,0.4906976744186047
490,2001,0,6,0.37
451,2001,0,1,0.4272727272727272
429,2001,0,0,0.3447368421052632
489,2001,0,9,0.6028571428571429
482,2001,0,7,0.5552631578947369
476,2001,0,0,0.5854166666666667
438,2001,0,1,0.4775
455,2001,0,0,0.4725490196078432
436,2001,0,0,0.6386363636363637
415,2001,0,5,0.327027027027027
480,2001,0,0,0.45
432,2001,0,7,0.35625
484,2001,0,9,0.5617647058823529
408,2001,0,0,0.3525
495,2001,0,9,0.764
454,2001,0,9,0.6342105263157896
475,2001,0,4,0.3447368421052632
405,2001,0,0,0.917391304347826
434,2001,0,6,0.4244444444444444
460,2001,0,4,0.5222222222222223
491,2001,0,9,0.5023809523809524
467,2001,0,2,0.396969696969697
441,2001,0,9,0.3682926829268292
478,2001,0,0,0.3638888888888889
419,2001,0,0,0.7880952380952382
449,2001,0,5,0.6396551724137931
446,2001,0,0,0.7171428571428572
469,2001,0,0,0.6821428571428572
463,2001,0,9,0.4804347826086957
457,2001,0,0,0.4653846153846154
470,2001,0,2,0.4833333333333333
399,2001,0,9,0.430952380952381
431,2001,0,2,0.3264705882352941
420,2001,0,0,0.5022727272727273
466,2001,0,9,0.3511627906976744
447,2001,0,9,0.6534883720930232
409,2001,0,2,0.46
486,2001,0,1,0.5499999999999999
529,2002,0,4,0.35625
506,2002,0,8,0.3290909090909091
576,2002,0,9,0.41875
533,2002,0,9,0.4911111111111111
591,2002,0,5,0.6690476190476191
498,2002,0,4,0.3358974358974358
571,2002,0,3,0.3615384615384615
504,2002,0,3,0.6416666666666667
596,2002,0,8,0.6613636363636364
540,2002,0,8,0.4648148148148148
565,2002,0,1,0.5403846153846155
581,2002,0,3,0.5604651162790698
570,2002,0,8,0.5098360655737705
569,2002,0,6,0.4885714285714286
580,2002,0,6,0.2977272727272727
523,2002,0,9,0.6028571428571429
535,2002,0,8,0.662
522,2002,0,7,0.435
600,2002,0,9,0.4225806451612903
593,2002,0,8,0.4775
588,2002,0,3,0.4209302325581395
497,2002,0,4,0.642
513,2002,0,8,0.4725490196078432
597,2002,0,9,0.4674418604651163
605,2002,0,9,0.4106060606060606
503,2002,0,9,0.5098360655737705
549,2002,0,9,0.4063829787234043
561,2002,0,8,0.525
602,2002,0,9,0.4476923076923077
575,2002,0,9,0.4441860465116279
573,2002,0,9,0.6694444444444445
557,2002,0,9,0.5704545454545454
551,2002,0,9,0.5171875
524,2002,0,8,0.442
510,2002,0,5,0.694871794871795
583,2002,0,3,0.4209302325581395
542,2002,0,5,0.5732142857142858
559,2002,0,5,0.3973684210526316
555,2002,0,5,0.3288461538461539
550,2002,0,4,0.4366666666666666
548,2002,0,4,0.4844827586206897
517,2002,0,4,0.6513513513513514
553,2002,0,4,0.3852941176470588
543,2002,0,4,0.3282608695652174
603,2002,0,7,0.6157894736842106
541,2002,0,2,0.396969696969697
582,2002,0,7,0.4381818181818182
579,2002,0,3,0.5704545454545454
568,2002,0,9,0.45
519,2002,0,6,0.3979166666666667
507,2002,0,3,0.3659090909090909
509,2002,0,0,0.3264705882352941
595,2002,0,3,0.3453125
586,2002,0,2,0.446031746031746
499,2002,0,3,0.5807017543859649
564,2002,0,3,0.5456140350877193
511,2002,0,3,0.5390243902439025
585,2002,0,4,0.5654545454545454
589,2002,0,9,0.3797297297297297
532,2002,0,4,0.5437500000000001
521,2002,0,4,0.5280701754385965
527,2002,0,4,0.6911111111111111
547,2002,0,9,0.5982456140350877
577,2002,0,9,0.4481481481481481
546,2002,0,8,0.3258064516129032
536,2002,0,4,0.3637931034482758
545,2002,0,4,0.3693877551020408
539,2002,0,4,0.3836363636363636
566,2002,0,3,0.3745762711864407
496,2002,0,8,0.3638888888888889
520,2002,0,4,0.3204545454545454
538,2002,0,1,0.4254237288135593
515,2002,0,7,0.3046511627906976
554,2002,0,7,0.615909090909091
518,2002,0,0,0.5027777777777778
508,2002,0,4,0.5025000000000001
601,2002,0,5,0.3887096774193548
501,2002,0,7,0.360377358490566
604,2002,0,5,0.4209302325581395
587,2002,0,8,0.5604651162790698
544,2002,0,5,0.4303571428571429
598,2002,0,3,0.4863636363636364
500,2002,0,4,0.45
590,2002,0,9,0.4678571428571428
599,2002,0,5,0.3916666666666666
574,2002,0,3,0.4194029850746268
558,2002,0,3,0.3979166666666667
502,2002,0,2,0.2796296296296296
514,2002,0,3,0.5732142857142858
552,2002,0,3,0.3511627906976744
562,2002,0,3,0.2951219512195122
537,2002,0,4,0.2892857142857142
528,2002,0,9,0.4466666666666667
512,2002,0,4,0.5666666666666667
556,2002,0,4,0.4714285714285715
563,2002,0,6,0.4906976744186047
567,2002,0,7,0.5861111111111111
516,2002,0,5,0.4918367346938775
534,2002,0,1,0.4257575757575758
560,2002,0,8,0.3973684210526316
594,2002,0,1,0.4137254901960784
530,2002,0,4,0.4172413793103448
572,2002,0,3,0.5376811594202898
505,2002,0,3,0.4067567567567567
526,2002,0,3,0.6386363636363637
578,2002,0,3,0.4482142857142857
531,2002,0,3,0.5484375
584,2002,0,5,0.3934782608695652
525,2002,0,4,0.482
592,2002,0,3,0.4063829787234043
658,2002,0,5,0.4839285714285714
692,2002,0,8,0.6161290322580646
672,2002,0,5,0.3096153846153846
691,2002,0,4,0.3195121951219512
673,2002,0,7,0.4351351351351352
676,2002,0,4,0.5879310344827586
612,2002,0,6,0.5113207547169811
607,2002,0,6,0.2244444444444444
633,2002,0,7,0.5750000000000001
615,2002,0,7,0.4525
625,2002,0,6,0.6435897435897436
693,2002,0,1,0.3683333333333333
623,2002,0,4,0.505
668,2002,0,7,0.7880952380952382
665,2002,0,6,0.35625
697,2002,0,3,0.3025
713,2002,0,6,0.3926829268292683
667,2002,0,8,0.35625
626,2002,0,8,0.396969696969697
699,2002,0,8,0.4462962962962963
618,2002,0,7,0.4897435897435898
648,2002,0,5,0.4028571428571428
674,2002,0,8,0.7133333333333334
632,2002,0,8,0.2574468085106383
653,2002,0,9,0.4804347826086957
643,2002,0,8,0.4529411764705882
687,2002,0,9,0.4918367346938775
688,2002,0,8,0.5105263157894737
698,2002,0,8,0.5095238095238096
669,2002,0,8,0.4381818181818182
630,2002,0,6,0.4081081081081081
700,2002,0,8,0.3810810810810811
701,2002,0,8,0.6694444444444445
649,2002,0,8,0.4745454545454545
664,2002,0,8,0.4658536585365854
671,2002,0,9,0.3
678,2002,0,8,0.456060606060606
631,2002,0,3,0.3589285714285714
682,2002,0,8,0.5820000000000001
652,2002,0,9,0.5026315789473684
617,2002,0,8,0.5878048780487806
636,2002,0,8,0.6617021276595745
695,2002,0,1,0.9208333333333334
611,2002,0,8,0.5640625
646,2002,0,6,0.4275
712,2002,0,1,0.3188235294117647
694,2002,0,5,0.3350877192982456
704,2002,0,9,0.3275
627,2002,0,6,0.3979166666666667
706,2002,0,0,0.3595238095238095
616,2002,0,7,0.597872340425532
705,2002,0,9,0.3282608695652174
711,2002,0,7,0.6479166666666667
635,2002,0,7,0.3069444444444444
656,2002,0,4,0.3907407407407408
708,2002,0,7,0.4081081081081081
670,2002,0,6,0.5206896551724138
677,2002,0,7,0.4137254901960784
629,2002,0,6,0.762
639,2002,0,7,0.2574468085106383
710,2002,0,7,0.502
679,2002,0,7,0.3833333333333333
686,2002,0,6,0.5410256410256411
689,2002,0,4,0.6270833333333333
641,2002,0,8,0.4476923076923077
655,2002,0,6,0.5702702702702703
642,2002,0,6,0.4924528301886792
660,2002,0,4,0.4063829787234043
675,2002,0,6,0.97
638,2002,0,7,0.4725490196078432
657,2002,0,9,0.6927272727272727
707,2002,0,9,0.4303571428571429
640,2002,0,7,0.5153846153846154
637,2002,0,8,0.5742857142857143
634,2002,0,9,0.5355555555555556
684,2002,0,6,0.3838235294117647
614,2002,0,7,0.3290909090909091
606,2002,0,5,0.3
702,2002,0,4,0.5388059701492538
666,2002,0,8,0.6138888888888889
709,2002,0,4,0.4548387096774193
619,2002,0,2,0.4466666666666667
610,2002,0,6,0.5366666666666667
703,2002,0,8,0.3833333333333333
644,2002,0,5,0.475
683,2002,0,9,0.4172413793103448
663,2002,0,8,0.4563636363636364
654,2002,0,8,0.322
651,2002,0,1,0.3589285714285714
622,2002,0,4,0.3836363636363636
608,2002,0,7,0.4113636363636364
681,2002,0,6,0.7680851063829788
680,2002,0,7,0.4472222222222222
620,2002,0,5,0.3065217391304348
659,2002,0,7,0.4725490196078432
624,2002,0,4,0.4033333333333333
645,2002,0,7,0.5765957446808511
690,2002,0,5,0.3659090909090909
621,2002,0,6,0.4568181818181818
685,2002,0,6,0.4209677419354839
647,2002,0,6,0.6386363636363637
662,2002,0,7,0.4022222222222222
650,2002,0,6,0.3298507462686567
661,2002,0,7,0.6576923076923078
613,2002,0,4,0.2967213114754098
609,2002,0,6,0.3352941176470588
696,2002,0,4,0.4441176470588235
628,2002,0,9,0.2563636363636363
812,2003,0,6,0.346551724137931
767,2003,0,0,0.4113636363636364
795,2003,0,9,0.5027777777777778
785,2003,0,8,0.4795454545454545
728,2003,0,8,0.5854166666666667
776,2003,0,7,0.3659090909090909
722,2003,0,7,0.3659090909090909
743,2003,0,0,0.2846153846153846
721,2003,0,3,0.3934782608695652
792,2003,0,5,0.3212765957446808
787,2003,0,5,0.3511627906976744
715,2003,0,3,0.4678571428571428
817,2003,0,8,0.374074074074074
772,2003,0,8,0.5577777777777778
718,2003,0,8,0.3927536231884058
752,2003,0,1,0.4563636363636364
763,2003,0,7,0.5025000000000001
799,2003,0,3,0.4272727272727272
793,2003,0,8,0.5553571428571429
758,2003,0,3,0.5980769230769231
808,2003,0,3,0.5015151515151516
719,2003,0,1,0.3516666666666667
724,2003,0,7,0.3109090909090909
757,2003,0,3,0.6294117647058823
736,2003,0,8,0.3979166666666667
779,2003,0,8,0.5127659574468085
796,2003,0,3,0.4147058823529411
774,2003,0,3,0.4142857142857143
748,2003,0,3,0.5098360655737705
802,2003,0,0,0.3202898550724637
780,2003,0,8,0.3347826086956522
764,2003,0,3,0.28875
806,2003,0,5,0.4735294117647059
800,2003,0,9,0.2425925925925925
783,2003,0,1,0.3693877551020408
747,2003,0,7,0.3516666666666667
771,2003,0,5,0.2459459459459459
777,2003,0,0,0.3887096774193548
778,2003,0,4,0.5238805970149254
766,2003,0,7,0.35
811,2003,0,6,0.3725806451612903
816,2003,0,5,0.4114754098360656
770,2003,0,4,0.4423728813559322
782,2003,0,4,0.4878378378378378
735,2003,0,7,0.6416666666666667
807,2003,0,2,0.2787234042553191
754,2003,0,3,0.3366666666666666
739,2003,0,4,0.3877192982456141
742,2003,0,5,0.482
784,2003,0,3,0.476271186440678
809,2003,0,8,0.3666666666666666
803,2003,0,6,0.442
789,2003,0,4,0.4442857142857143
731,2003,0,3,0.2967213114754098
716,2003,0,4,0.597872340425532
744,2003,0,6,0.4078125
791,2003,0,3,0.7862745098039216
801,2003,0,3,0.7112903225806452
732,2003,0,7,0.5683333333333334
769,2003,0,4,0.5490566037735849
797,2003,0,3,0.553061224489796
740,2003,0,6,0.4370967741935484
727,2003,0,2,0.4155172413793103
730,2003,0,3,0.5203703703703704
723,2003,0,8,0.8135135135135135
751,2003,0,3,0.5571428571428572
717,2003,0,7,0.5861538461538461
786,2003,0,3,0.5390243902439025
762,2003,0,2,0.3303797468354431
810,2003,0,7,0.7981481481481482
804,2003,0,3,0.5679245283018868
734,2003,0,7,0.3946428571428572
750,2003,0,3,0.3803030303030303
759,2003,0,3,0.5772727272727273
775,2003,0,7,0.3810344827586207
725,2003,0,9,0.5390243902439025
753,2003,0,3,0.3057971014492754
737,2003,0,5,0.4660714285714286
788,2003,0,5,0.4186813186813187
815,2003,0,4,0.4678571428571428
814,2003,0,6,0.3954545454545455
749,2003,0,6,0.5025000000000001
781,2003,0,8,0.553448275862069
813,2003,0,7,0.4532258064516129
733,2003,0,3,0.3877192982456141
755,2003,0,3,0.4277777777777778
818,2003,0,3,0.3895522388059702
