topic_id,year,rank,word_phi,phi,word_relevance,relevance
0,2002,20,spring,0.00409202216780513,dolman,9.068922913599504
1,2002,1,skirt,0.01759539154736782,outing,9.963772992237113
1,2002,2,gown,0.015827297096902983,jeweled,9.639985915143217
1,2002,3,silk,0.012633320025095535,faille,9.57936129332678
1,2002,4,white,0.010865225574630696,program,9.51482277218921
1,2002,5,jacket,0.010637084355215879,aqua,9.249119606456205
1,2002,6,coat,0.010294872526093651,echo,9.249119606456205
1,2002,7,print,0.008669366337763076,emerald,9.249119606456205
1,2002,8,leather,0.006986824844578794,overlay,9.249119606456205
1,2002,9,simple,0.006901271887298238,skirtsuit,9.204667843885371
1,2002,10,number,0.006045742314492671,tulip,9.158147828250478
1,2002,11,lace,0.005732048137797296,silvery,9.058064369693493
1,2002,12,sleeve,0.005675012832943592,pearl,9.058064369693493
1,2002,13,cocktail,0.005275765698967661,cocoon,9.058064369693493
1,2002,14,pant,0.005275765698967661,stylist,9.00399714842322
1,2002,15,wool,0.004648377345576912,sensual,9.00399714842322
1,2002,16,chiffon,0.004562824388296355,shimmering,8.94683873458327
1,2002,17,shoulder,0.00436320082130839,python,8.94683873458327
1,2002,18,satin,0.004334683168881538,architectural,8.821675591629262
1,2002,19,beaded,0.0042776478640278335,weird,8.821675591629262
1,2002,20,pink,0.004249130211600981,custom,8.821675591629262
2,2002,1,print,0.018255578093306288,outing,9.923848223236842
2,2002,2,jacket,0.012105991822016163,forty,9.84588668176713
2,2002,3,leather,0.010109791042853923,wedge,9.602264599109379
2,2002,4,skirt,0.008821919572426671,gal,9.530805635127233
2,2002,5,shirt,0.008596542065101903,stylist,9.493065307144388
2,2002,6,pant,0.00853214849158054,minidress,9.32601122248122
2,2002,7,white,0.008177983837213047,romper,9.279491206846327
2,2002,8,short,0.008016999903409639,program,9.230701042676895
2,2002,9,silk,0.006632538072700344,array,9.230701042676895
2,2002,10,suit,0.0059242087639653565,queen,9.179407748289346
2,2002,11,denim,0.005344666602273093,zebra,9.12534052701907
2,2002,12,high,0.004990501947905599,twenty,9.068182113179123
2,2002,13,coat,0.004571943720016743,aqua,9.007557491362686
2,2002,14,floral,0.00450755014649538,novelty,8.943018970225115
2,2002,15,blue,0.00450755014649538,intarsia,8.943018970225115
