topic_id,year,rank,word_phi,phi,word_relevance,relevance
6,all,5,chiffon,0.009038310109897633,goddess,-1.4130124427383897
6,all,6,short,0.008867129994179875,ribbon,-1.5687408381942811
6,all,7,silk,0.008250881577595947,sailor,-1.6110604581729806
6,all,8,white,0.007805813276729775,fifty,-1.6129775333948242
6,all,9,satin,0.00749768906843781,short,-1.6245514799860599
6,all,10,gown,0.007326508952720052,crystal,-1.626913049986963
6,all,11,coat,0.006744496559279674,thigh,-1.6616330901336467
6,all,12,shoulder,0.006402136327844157,gown,-1.6721177258285804
6,all,13,pant,0.0061624841658392965,jacket,-1.6726259995943835
6,all,14,leather,0.0057516518881166765,frill,-1.6727825058092347
6,all,15,suit,0.005066931425245644,corset,-1.6737470588157706
6,all,16,sleeve,0.004690335170666575,blush,-1.683742859415378
6,all,17,high,0.004484919031805265,summer,-1.689829812033845
6,all,18,hand,0.004279502892943956,tiny,-1.6905053445922953
6,all,19,strong,0.004211030846656852,shoulder,-1.6910833286292932
6,all,20,pink,0.004039850730939094,nude,-1.7430183996254236
7,all,1,print,0.010637963050388695,jean,-1.4883926559703375
7,all,2,jacket,0.009977024517672238,nylon,-1.5303604328617402
